osmid,origin,destination,oneway,lanes,name,highway,maxspeed,length,road_class,capacity,wkt
593,188,32,True,3,highway,motorway,20.3,901.18,14,2100,"LINESTRING (416056.69267671404 3406941.58653753, 416063.41536578815 3406938.2051849887, 416175.24009568023 3406879.681775628, 416630.92236859165 3406644.7978220508, 416856.5126046868 3406525.60014298)"
594,140,209,True,1,highway,motorway_link,16.67,252.2,9,4000,"LINESTRING (423824.79991964507 3393248.6893789414, 423781.25250067783 3393000.169971183)"
595,209,210,True,2,highway,motorway_link,16.67,92.68,9,4000,"LINESTRING (423778.29131620366 3392992.561927966, 423762.2899156433 3392901.245401357)"
596,211,19,True,4,highway,motorway_link,16.67,96.22,9,2500,"LINESTRING (422986.55962352466 3395213.4852972687, 423082.778110919 3395210.8367378446)"
597,210,212,True,1,highway,motorway_link,16.67,388.54,9,4000,"LINESTRING (423759.07362912875 3392895.2279943945, 423699.3297315692 3392725.199983193, 423677.4009600607 3392693.4472821136, 423650.850339813 3392669.4776942795, 423598.249299396 3392637.264809125, 423526.02040784 3392631.8426402574)"
598,108,213,True,1,highway,motorway_link,16.67,1020.48,9,4000,"LINESTRING (413902.5410160388 3407823.1091465564, 414033.58343300555 3407805.13195568, 414133.0432169206 3407784.9238724485, 414172.9791913099 3407770.2880181074, 414208.7334930304 3407745.2179900957, 414235.43417330435 3407713.3252329933, 414272.4789912302 3407658.1031441605, 414293.6074426111 3407635.1939804936, 414321.9687871489 3407618.6173498416, 414351.72068790975 3407612.7650089064, 414374.83993560896 3407614.875853244, 414400.0600236445 3407622.839038519, 414431.54261668073 3407641.7666095453, 414475.2500996745 3407680.5021037436, 414488.3953577786 3407694.647762005, 414527.08083196956 3407740.8862574026, 414566.8667463342 3407804.1915795295, 414592.64705845993 3407849.4596867715, 414623.7895154417 3407890.8562453943, 414648.9195674621 3407918.497301817, 414693.4773905915 3407955.732195772)"
599,213,214,True,2,highway,motorway_link,16.67,294.45,9,4000,"LINESTRING (414699.6048415724 3407958.0581261455, 414727.6610640626 3407973.9694906906, 414934.4387751471 3408135.374052512)"
600,215,216,True,1,highway,motorway_link,16.67,472.7,9,2500,"LINESTRING (423488.34533781075 3392525.5801352565, 423493.6874746662 3392523.2692108885, 423534.0036011164 3392505.8122280966, 423564.3857539798 3392490.3560456224, 423591.27651028126 3392462.7049851976, 423612.88515373797 3392427.751003608, 423625.9803918337 3392389.0255134115, 423636.39455750043 3392349.1395590315, 423638.265305799 3392285.1639687964, 423640.0960380925 3392159.463688688, 423636.8647455757 3392122.0387187004)"
601,30,217,True,1,highway,motorway_link,16.67,166.08,9,4000,"LINESTRING (397769.707882719 3400637.5949410205, 397770.6982788763 3400642.166769754, 397780.39215642755 3400727.7910194513, 397791.3465381799 3400775.500103085, 397793.0272104487 3400801.8006232926)"
602,217,218,True,1,highway,motorway_link,16.67,71.65,9,4000,"LINESTRING (397794.6178467047 3400801.7005832745, 397796.84873906034 3400836.5845368556, 397801.2004797573 3400873.04912269)"
603,103,219,True,1,highway,motorway_link,16.67,133.7,9,4000,"LINESTRING (398580.8323325049 3390752.690979637, 398574.6298515112 3390793.1471621096, 398552.4809919688 3390883.2832165286)"
604,219,152,True,1,highway,motorway_link,16.67,94.72,9,4000,"LINESTRING (398552.46098396357 3390883.3732525436, 398540.926370118 3390945.66817051, 398533.3033208982 3390976.1403593845)"
605,220,202,True,1,highway,motorway_link,16.67,213.55,9,2500,"LINESTRING (398279.36174426624 3391781.192380177, 398236.7446974473 3391935.4941008603, 398220.50820284954 3391984.163568648, 398219.69787872053 3391986.264408983)"
606,155,220,True,1,highway,motorway_link,16.67,92.16,9,2500,"LINESTRING (398304.9719883638 3391692.5169099905, 398284.3337330627 3391769.6177503243, 398279.4317722785 3391780.992300144)"
607,221,222,True,1,highway,motorway_link,16.67,54.51,9,4000,"LINESTRING (398808.34333690617 3391369.7177903494, 398861.88475347334 3391380.091940008)"
608,153,221,True,2,highway,motorway_link,16.67,92.38,9,4000,"LINESTRING (398710.06902718166 3391349.029515039, 398800.79531769874 3391366.626553854)"
609,223,224,True,1,highway,motorway_link,16.67,40.97,9,2500,"LINESTRING (398830.12204839045 3391461.584537045, 398791.37655019073 3391448.1991829043)"
610,224,154,True,2,highway,motorway_link,16.67,91.81,9,2500,"LINESTRING (398783.28831489745 3391447.1037447294, 398696.4835930084 3391417.106745929)"
611,84,23,True,1,highway,motorway_link,16.67,266.1,9,2500,"LINESTRING (397624.9199675523 3397700.7902191924, 397606.76270464616 3397723.549322833, 397575.2901156125 3397776.0403192323, 397549.0296114092 3397834.663768609, 397522.5790311777 3397914.1155493204, 397514.93597395404 3397933.693380452, 397511.7146854381 3397939.7958214297)"
612,225,226,True,2,highway,motorway_link,16.67,70.2,9,2500,"LINESTRING (408228.41136415815 3384178.4662898923, 408226.03041177907 3384108.2782146633)"
613,31,227,True,1,highway,motorway_link,16.67,349.86,9,4000,"LINESTRING (397783.6934769551 3400938.1051450977, 397791.9267702729 3400995.618150298, 397796.2284909615 3401047.3988625826, 397802.9311720337 3401088.285217124, 397807.8931568271 3401105.0419198037, 397814.6158459048 3401119.6177501357, 397819.26770664775 3401128.321231527, 397826.360543782 3401137.4949009963, 397833.4633849183 3401143.617349975, 397841.7366942428 3401148.289218723, 397848.49939932476 3401150.27001104, 397856.4025605896 3401151.2003831887, 397865.0360139702 3401151.100343173, 397874.909963551 3401149.279614881, 397884.9439771576 3401144.787818162, 397896.5586230138 3401138.0351170823, 397905.8623445047 3401126.08033517, 397912.264905528 3401110.233996636, 397913.6454577483 3401093.507305959, 397909.7639051272 3401076.4304752275)"
614,190,228,True,1,highway,motorway_link,16.67,158.63,9,4000,"LINESTRING (408233.05322089593 3407520.2179901022, 408257.8931568704 3407522.358846445, 408352.9411760784 3407542.446881658, 408388.2452977277 3407552.1507632094)"
615,228,229,True,1,highway,motorway_link,16.67,81.22,9,4000,"LINESTRING (408388.6654657968 3407550.610146963, 408419.7078827634 3407559.1435603295, 408467.957182483 3407568.0371177504)"
616,56,230,True,1,highway,motorway_link,16.67,485.71,9,2500,"LINESTRING (408916.45658224437 3407453.8014234765, 408913.76550581376 3407514.0655291174, 408916.1264501916 3407553.1511633694, 408918.40736255643 3407582.132756007, 408934.2537010915 3407613.685377055, 408963.6554617956 3407644.447681975, 408999.7398955701 3407663.6953810537, 409064.1756698801 3407671.9186703693, 409156.4125646375 3407681.2423998616, 409236.3445374275 3407693.9074658877)"
617,231,191,True,1,highway,motorway_link,16.67,164.26,9,2500,"LINESTRING (409335.29411725915 3407709.6337564024, 409404.4117643188 3407720.6181501616, 409471.8187271045 3407724.3096267506, 409498.54941938183 3407726.7205911377)"
618,230,231,True,1,highway,motorway_link,16.67,99.85,9,2500,"LINESTRING (409236.8947575151 3407692.366849643, 409245.5482189015 3407693.7474018624, 409335.5442172993 3407708.05312415)"
619,229,57,True,1,highway,motorway_link,16.67,451.29,9,4000,"LINESTRING (408468.0872345026 3407568.067129757, 408557.3229287808 3407592.6269536857, 408599.39975951286 3407599.6697708135, 408626.54061585676 3407604.84183964, 408674.68987555994 3407608.4732922204, 408711.8747495094 3407598.709386657, 408731.42256863875 3407587.094740801, 408763.22528972616 3407542.3168296367, 408776.49059584923 3407508.1631681724, 408789.2356938883 3407461.674572736, 408804.5718283424 3407425.390058932)"
620,70,232,True,1,highway,motorway_link,16.67,293.06,9,4000,"LINESTRING (401945.998398941 3407137.324832847, 402138.5354137472 3407156.312427886, 402212.3949575648 3407164.175573143, 402237.67506961 3407166.8666495746)"
621,232,233,True,2,highway,motorway_link,16.67,94.41,9,4000,"LINESTRING (402245.80832291173 3407166.1213514525, 402254.1916762528 3407167.0167095987, 402339.4407758933 3407178.4662894285)"
622,233,234,True,1,highway,motorway_link,16.67,515.41,9,4000,"LINESTRING (402342.7370944221 3407177.21078723, 402387.34493755817 3407180.732195792, 402449.85994356126 3407172.1587664187, 402480.192076414 3407162.584936888, 402512.685073614 3407148.709386669, 402547.8591432413 3407132.1227520145, 402599.4997995055 3407102.851043332, 402649.5698275149 3407072.498902477, 402686.8047214725 3407044.9478820693, 402738.0652256766 3407005.822231809, 402780.6622644906 3406970.738198196, 402791.0964381598 3406956.26240788)"
623,235,236,True,1,highway,motorway_link,16.67,21.14,9,4000,"LINESTRING (402754.421768293 3407236.844640768, 402775.37014764344 3407239.745801233)"
624,237,235,True,1,highway,motorway_link,16.67,99.86,9,4000,"LINESTRING (402655.46218445845 3407223.1891785837, 402754.421768293 3407236.844640768)"
625,236,238,True,1,highway,motorway_link,16.67,412.72,9,4000,"LINESTRING (402775.1500596095 3407241.3264334854, 402935.2040812177 3407263.435277021, 403002.5910360003 3407272.85904653, 403184.10364104307 3407298.119150571)"
626,239,192,True,1,highway,motorway_link,16.67,316.68,9,2500,"LINESTRING (403288.9155658128 3407310.954284624, 403405.57222847897 3407323.849442687, 403602.4109639734 3407344.867850051, 403603.8715482075 3407345.1479620948)"
627,238,239,True,2,highway,motorway_link,16.67,94.33,9,2500,"LINESTRING (403187.47498958296 3407296.973692389, 403228.0512200752 3407302.6109472904, 403281.1374545684 3407308.4832962286)"
628,234,240,True,2,highway,motorway_link,16.67,95.83,9,4000,"LINESTRING (402796.69867905823 3406949.749802839, 402836.21448537905 3406862.4048648654)"
629,241,242,True,2,highway,motorway_link,16.67,96.3,9,2500,"LINESTRING (402883.10324088216 3406948.259206599, 402881.00240054505 3406962.13475682, 402881.1724685728 3406987.8050249275, 402884.073629037 3407031.842639972, 402886.99979950656 3407044.002503917)"
630,242,238,True,1,highway,motorway_link,16.67,416.61,9,2500,"LINESTRING (402889.4157658923 3407049.829834848, 402889.9859939833 3407063.225192992, 402904.5918363192 3407104.2215915513, 402917.07683031703 3407135.804224604, 402931.42256861285 3407159.453684387, 402950.0500195929 3407184.733796433, 402974.4897955049 3407213.5053050355, 403001.32052779704 3407234.8438404487, 403040.8463381224 3407259.433676382, 403085.7042812989 3407273.8594466904, 403184.63385312737 3407294.8478420484)"
631,233,237,True,1,highway,motorway_link,16.67,315.56,9,4000,"LINESTRING (402342.38695436507 3407180.4720917502, 402621.0884349579 3407219.4776939894, 402654.95198037656 3407224.7297948296)"
632,243,159,True,3,highway,motorway_link,16.67,223.48,9,2500,"LINESTRING (405075.76030372054 3384785.794221053, 405250.15005962434 3384872.398862907, 405275.79031572683 3384885.6341570257)"
633,218,227,True,1,highway,motorway_link,16.67,364.89,9,4000,"LINESTRING (397801.2104837584 3400873.1391587034, 397808.74349696405 3400994.287618086, 397813.6654657506 3401047.498902598, 397817.4469783557 3401074.3496428938, 397819.977990762 3401089.055525247, 397823.1592632695 3401099.469690913, 397830.0420163727 3401111.9246729068, 397835.72428928106 3401119.3376380913, 397841.98679428257 3401124.9098669835, 397849.59983950114 3401129.001503637, 397858.0232088488 3401131.4324760265, 397868.1072424629 3401132.1027441337, 397880.18207239476 3401130.121951817, 397892.8271304171 3401123.0491226846, 397900.6302516658 3401115.2960214443, 397905.82232849713 3401105.171971826, 397909.08363301784 3401091.9666897124, 397906.5426166118 3401077.07073133)"
634,244,245,True,1,highway,motorway_link,16.67,244.2,9,4000,"LINESTRING (397830.80232049245 3401015.8762535388, 397821.8887550669 3401014.3956613033, 397739.0156058083 3401016.81662969, 397666.8867542663 3401012.2147889533, 397624.7298915201 3401004.381655701, 397587.755101604 3401000.17997503)"
635,227,244,True,2,highway,motorway_link,16.67,92.66,9,4000,"LINESTRING (397907.24789872475 3401073.329234731, 397903.6714681528 3401062.855045056, 397883.26330488664 3401038.275213123, 397869.15766262996 3401028.2411995186, 397851.9107638703 3401020.9983023587, 397838.4303717131 3401018.7624080013)"
636,245,246,True,2,highway,motorway_link,16.67,96.17,9,4000,"LINESTRING (397579.62685030344 3401000.8802551394, 397496.76870704594 3400991.6465616627, 397484.22869104013 3400988.895461222)"
637,247,26,True,1,highway,motorway_link,16.67,278.15,9,2500,"LINESTRING (397932.102840702 3401083.003104279, 397933.4033609099 3401101.4104672237, 397926.08043173794 3401127.4608873907, 397909.04361701244 3401155.672171904, 397895.34813882195 3401171.7185904714, 397868.50740252563 3401193.977494033, 397857.7631048074 3401202.97109147, 397846.22849096096 3401214.615749333, 397835.39415722806 3401230.512107877, 397826.5406158128 3401250.4600870684, 397819.66786671174 3401271.7285944712, 397818.99759860506 3401321.7285944712)"
638,248,247,True,1,highway,motorway_link,16.67,97.76,9,2500,"LINESTRING (397882.2028807178 3401004.5817357325, 397891.5266102097 3401011.024312763, 397903.4713881209 3401021.008306361, 397920.0380147713 3401040.4560854738, 397926.9407758774 3401052.090739333, 397932.6930767958 3401068.5273139626, 397933.70348095807 3401082.8930602614)"
639,249,141,True,1,highway,motorway_link,16.67,212.2,9,2500,"LINESTRING (423627.9511801484 3392014.355645472, 423617.49699847586 3391922.5089067784, 423604.79191644286 3391839.575733511, 423603.77150827984 3391803.6413597614)"
640,216,249,True,2,highway,motorway_link,16.67,92.02,9,2500,"LINESTRING (423637.6650657037 3392113.9454814047, 423627.26090403914 3392022.483896774)"
641,141,250,True,4,highway,motorway,20.3,62.18,14,2100,"LINESTRING (423607.99319695594 3391788.325233313, 423601.1154458553 3391726.5055054217)"
642,251,168,True,3,highway,motorway,20.3,2126.78,14,2100,"LINESTRING (423583.1532609811 3391535.5141088683, 423580.27210852073 3391491.696581857, 423579.6518604215 3391459.943880777, 423578.50140023726 3391439.7758135516, 423573.83953549265 3391345.50810647, 423573.0392153626 3391250.8502433277, 423575.91036382376 3391093.7173901885, 423579.84193645325 3390922.769010841, 423591.2364942748 3390589.115549463, 423602.3709480569 3390263.655365396, 423607.3229288504 3390118.5773341865, 423622.5490192853 3389682.372852401, 423631.3725486974 3389409.0835366813)"
643,250,251,True,4,highway,motorway,20.3,175.84,14,2100,"LINESTRING (423600.24009571533 3391718.597342157, 423596.97879119485 3391689.3556454782, 423592.1768704251 3391645.5181104653, 423586.90476158116 3391592.5869379975, 423583.67597006436 3391543.5023041456)"
644,252,253,True,1,highway,motorway_link,16.67,381.51,9,2500,"LINESTRING (397938.65546175133 3395354.3016238017, 397907.5430167736 3395362.174773062, 397888.3553417026 3395368.077134005, 397878.3113240977 3395377.0407194393, 397868.2673064889 3395386.824633006, 397855.7923164927 3395409.4236726197, 397842.18687431543 3395454.951883903, 397828.3513401025 3395487.2748130746, 397809.71388511953 3395513.815429321, 397781.362544584 3395537.825033161, 397747.52901117184 3395556.4024641328, 397720.1780707937 3395572.0387186348, 397703.07122805645 3395587.9951011874, 397685.34413722064 3395612.734997145)"
645,254,255,True,1,highway,motorway_link,16.67,335.4,9,4000,"LINESTRING (397843.79751857335 3395030.1019439367, 397842.62705038686 3395068.697382112, 397852.8211280179 3395101.560527369, 397868.5474185341 3395126.3404393317, 397883.51340492826 3395145.528114401, 397894.03761461214 3395169.607746254, 397901.110443744 3395194.127554176, 397904.26170424826 3395222.708986749, 397911.0644253367 3395249.809827085, 397925.08003157977 3395269.857846292, 397942.8371344209 3395282.1127482536, 397959.3337330598 3395285.824232847, 397984.27370905003 3395288.0051051946, 397996.0584229361 3395284.2936206027)"
646,256,257,True,2,highway,motorway_link,16.67,300.74,9,2500,"LINESTRING (414926.7356939152 3408148.244200571, 414682.8081228846 3407972.133756398)"
647,257,258,True,1,highway,motorway_link,16.67,807.54,9,2500,"LINESTRING (414677.6110440528 3407965.225993292, 414627.13085197593 3407907.002703978, 414594.94797882705 3407865.276013303, 414561.1544614213 3407806.262407862, 414522.1088431727 3407744.05752591, 414483.3033209631 3407697.1187504004, 414440.80632216384 3407657.843040117, 414410.55422132264 3407636.9546847753, 414383.3233289664 3407624.5497227903, 414354.9819924309 3407620.968290217, 414325.83033176645 3407626.770611146, 414299.7298915903 3407645.468090137, 414288.45538178703 3407674.3196307537, 414289.2557019151 3407699.8498428366, 414305.37214849325 3407725.250002902, 414326.4205678618 3407738.2952209883, 414356.5326126808 3407741.2764134654, 414400.4101637009 3407733.8834562814, 414451.6306518955 3407719.4276739685, 414472.43897522544 3407714.1555651263)"
648,99,259,True,3,highway,motorway_link,16.67,293.11,9,2500,"LINESTRING (405325.29011564655 3384931.782616408, 405218.18727451004 3384875.4800954005, 405155.3821524603 3384845.8782546646, 405062.8551416558 3384801.1203515055)"
649,260,182,True,4,highway,motorway_link,16.67,95.94,9,2500,"LINESTRING (419742.19187640975 3403588.17017105, 419745.62825095915 3403594.47769406, 419791.00140021887 3403670.8132282724)"
650,46,261,True,4,highway,motorway,20.3,124.26,14,2100,"LINESTRING (419622.37895124184 3384498.8994631516, 419563.01520574326 3384476.8606476244, 419514.8359340342 3384459.00350477, 419505.73229257937 3384455.9322762783)"
651,261,40,True,3,highway,motorway,20.3,145.2,14,2100,"LINESTRING (419498.14925936476 3384453.37125187, 419360.50420134194 3384406.9526844434)"
652,40,262,True,4,highway,motorway,20.3,39.22,14,2100,"LINESTRING (419351.70067993214 3384405.594641224, 419315.1385550825 3384391.3589469474)"
653,262,263,True,4,highway,motorway,20.3,115.88,14,2100,"LINESTRING (419307.7505999 3384388.477794487, 419199.7473986193 3384346.36094775)"
654,263,138,True,3,highway,motorway,20.3,1099.08,14,2100,"LINESTRING (419192.2869144252 3384343.4572862857, 419010.48419333715 3384272.558926942, 418987.1948776095 3384263.4752934915, 418966.1864742481 3384255.8922602753, 418635.30412130617 3384136.4544851673, 418545.8283309891 3384105.5321162217, 418436.66466552194 3384071.0183106996, 418330.5422165425 3384041.5665299883, 418149.77991161984 3383997.8490429944)"
655,264,265,True,1,highway,motorway_link,16.67,250.52,9,4000,"LINESTRING (397936.2645053687 3394691.0463216933, 397904.62184830575 3394810.664168831, 397869.5778306991 3394932.622952342)"
656,265,254,True,1,highway,motorway_link,16.67,94.44,9,4000,"LINESTRING (397869.15766263194 3394932.813028372, 397844.02761061105 3395023.889458943)"
657,266,267,True,1,highway,motorway_link,16.67,480.03,9,2500,"LINESTRING (397668.0372144512 3395704.6717718556, 397663.58543373854 3395728.9914997458, 397659.0336130108 3395753.861447723, 397631.5126046075 3395902.8010235517, 397624.3697474648 3395959.2836165857, 397600.51020364685 3396120.5281143836, 397588.17526967323 3396178.0411195825)"
658,253,266,True,1,highway,motorway_link,16.67,92.45,9,2500,"LINESTRING (397684.86394514365 3395613.7053853003, 397674.82993153756 3395676.45048334, 397668.0572224542 3395704.5917398417)"
659,267,268,True,4,highway,motorway,20.3,54.37,14,2100,"LINESTRING (397579.4142652712 3396196.9136686046, 397574.12965142535 3396245.7181904106, 397573.7119843587 3396251.000303255)"
660,268,269,True,4,highway,motorway,20.3,73.6,14,2100,"LINESTRING (397573.09423726075 3396258.8784545152, 397567.331932338 3396332.2878182605)"
661,269,198,True,3,highway,motorway,20.3,759.21,14,2100,"LINESTRING (397566.7066822388 3396340.266009537, 397550.5902356593 3396545.31803034, 397517.5170063681 3396963.3852572246, 397508.12324886426 3397097.5089066797)"
662,198,22,True,3,highway,motorway,20.3,319.3,14,2100,"LINESTRING (397503.68147215276 3397140.085937491, 397502.3809519466 3397155.482095955, 397494.7779107286 3397246.0183104374, 397492.47699036036 3397364.9959014724, 397491.83673425845 3397459.113548529)"
663,264,267,True,3,highway,motorway,20.3,1530.4,14,2100,"LINESTRING (397929.8619443454 3394689.7858174923, 397861.11444534466 3394922.3688507015, 397842.15686231083 3394984.763808682, 397801.07042773766 3395120.0679303296, 397764.94597795676 3395242.0967418514, 397746.748699046 3395300.1199511336, 397725.7002796786 3395375.1599671394, 397713.75550176605 3395430.322031963, 397686.2444973641 3395542.0367178363, 397661.88475346676 3395652.821031558, 397645.11804678437 3395721.2083865, 397640.0660259756 3395748.7794149118, 397633.1432568679 3395786.5745329564, 397605.1520603887 3395963.4452812523, 397590.6262500655 3396094.6577662434, 397582.7130847985 3396167.897061961, 397581.6926766359 3396177.1607674425)"
664,255,270,True,2,highway,motorway_link,16.67,86.79,9,4000,"LINESTRING (398004.10664222366 3395283.298222443, 398044.20768263977 3395269.2576061958, 398086.6346534287 3395256.3724521347)"
665,271,272,True,1,highway,motorway_link,16.67,69.2,9,2500,"LINESTRING (398112.7751096113 3395322.6789747425, 398064.0656258172 3395331.1623680983, 398044.5578226957 3395334.433676623)"
666,272,252,True,2,highway,motorway_link,16.67,92.32,9,2500,"LINESTRING (398036.92977147625 3395337.324833086, 397999.5198074896 3395343.597342089, 397945.64325687 3395351.3054253217)"
667,212,273,True,3,highway,motorway_link,16.67,75.1,9,4000,"LINESTRING (423519.0476187235 3392628.6313557443, 423444.0776307285 3392633.613348541)"
668,274,275,True,5,highway,motorway_link,16.67,96.13,9,4000,"LINESTRING (417947.1788712027 3382533.2131886818, 417981.00240061525 3382443.18717828)"
669,276,277,True,5,highway,motorway_link,16.67,96.01,9,2500,"LINESTRING (418002.5710280661 3382454.041520016, 417969.13765471685 3382544.07753442)"
670,138,278,True,1,highway,motorway_link,16.67,1382.87,9,4000,"LINESTRING (418099.0896355093 3383992.4868981373, 417841.0164062158 3383950.3000233867, 417730.82232858514 3383941.7866180255, 417641.5066022936 3383938.365249478, 417572.56902726507 3383941.706586012, 417543.2873145782 3383949.0995431957, 417473.50940341345 3383976.5205115825, 417417.0668263823 3383999.229595215, 417374.15966351685 3384008.5133087006, 417342.2669064147 3384010.8142290693, 417318.32733058394 3384008.69338073, 417282.48299284815 3383998.4592870926, 417264.125649911 3383988.3552454757, 417230.01200445264 3383967.8870582017, 417206.95278076344 3383947.829034993, 417182.2729088147 3383916.786618027, 417168.3673465911 3383882.062728472, 417163.0152057348 3383855.742200261, 417162.83513370575 3383831.1623683274, 417167.9471785227 3383794.497702462, 417182.8531409087 3383758.5433207112, 417202.97118812596 3383731.2424003435, 417226.9907959693 3383708.0231126295, 417269.77791081555 3383684.1335568065, 417321.8687471505 3383663.7654095474, 417356.47258868744 3383646.858646842, 417392.64705847553 3383623.0791350394)"
671,277,279,True,1,highway,motorway_link,16.67,1162.4,9,2500,"LINESTRING (417972.40896324115 3382553.7914199736, 417909.46378517 3382728.8714519837, 417894.6178467933 3382807.8630486205, 417880.632252555 3382931.902664466, 417871.7787111395 3382985.7442010795, 417855.3121245043 3383053.471291914, 417830.5222085369 3383111.0243131206, 417817.316926425 3383134.163568822, 417772.9391753252 3383187.2548053153, 417735.6642653608 3383226.4504835857, 417694.35774274974 3383275.9302755026, 417658.78351306 3383335.604145049, 417601.4305718825 3383441.036317917, 417571.50860309385 3383499.1395592107, 417552.3409360266 3383549.969891343, 417545.6282509533 3383610.7241930612)"
672,279,280,True,2,highway,motorway_link,16.67,91.78,9,2500,"LINESTRING (417547.7841132984 3383618.587338321, 417551.7607039339 3383671.1083467226, 417561.3745494733 3383709.0485227904)"
673,280,139,True,1,highway,motorway_link,16.67,1140.18,9,2500,"LINESTRING (417561.9447775642 3383717.09674208, 417577.681072082 3383769.4776944607, 417583.64345703693 3383807.332836516, 417581.3125246629 3383841.146361926, 417572.30892322154 3383873.989499179, 417549.4397755624 3383911.5445211874, 417519.7879148185 3383938.915469567, 417494.70788280584 3383955.4921002183, 417463.40536179685 3383967.5069061397, 417426.40055987635 3383974.43967925, 417366.71668632596 3383976.950683651, 417302.3509400271 3383971.8086268287, 417239.4957979704 3383964.095541595, 417193.60744262754 3383952.6809757682, 417135.2941172983 3383932.1227524793, 417056.2424966488 3383899.9598873337, 417031.5326126963 3383889.8958617235, 416979.4117643562 3383871.3484427575, 416917.0268103739 3383857.4929005406, 416712.24489760824 3383833.093140636, 416654.8519404249 3383824.939879333, 416653.00120012846 3383824.4896992617)"
674,281,274,True,1,highway,motorway_link,16.67,1132.48,9,4000,"LINESTRING (417471.8787511539 3383550.290019395, 417488.12524975283 3383532.1627684957, 417508.95358108485 3383496.4084667745, 417540.64625815564 3383435.223992987, 417597.4789912497 3383329.031515998, 417626.8107239425 3383259.543720882, 417645.44817892415 3383205.632156257, 417656.78271273786 3383140.506105838, 417655.82232858596 3383082.122752497, 417667.1668663993 3383016.4864979964, 417684.8139252233 3382968.727394356, 417705.1120444706 3382930.1619681856, 417746.33853506774 3382870.4480826324, 417800.95037980535 3382809.083536817, 417832.04281678004 3382768.897462387, 417938.3053217848 3382537.895061431)"
675,278,281,True,2,highway,motorway_link,16.67,91.9,9,4000,"LINESTRING (417397.90916331706 3383617.3218321186, 417430.64225655555 3383591.5665299976, 417455.3121245019 3383566.3864579704, 417465.34613810724 3383555.181976176)"
676,8,282,True,2,highway,motorway_link,16.67,61.2,9,4000,"LINESTRING (407138.74049580697 3384299.699783288, 407110.99439736665 3384310.924273082, 407081.57262865966 3384321.5785347866)"
677,282,120,True,2,highway,motorway_link,16.67,82.54,9,4000,"LINESTRING (407082.12284874765 3384323.089139029, 407053.0112040894 3384333.6233527153, 407011.8647455059 3384347.749002973, 407004.62184834766 3384351.4054655596)"
678,128,158,True,2,highway,motorway_link,16.67,88.11,9,4000,"LINESTRING (406765.83633413987 3384824.5097072455, 406801.0154057687 3384905.3320361767)"
679,283,47,True,2,highway,motorway_link,16.67,121.69,9,2500,"LINESTRING (399698.7895153832 3388532.6979824835, 399591.91676628165 3388474.3996631554)"
680,284,248,True,1,highway,motorway_link,16.67,448.85,9,2500,"LINESTRING (397439.8659459412 3400948.189178711, 397505.99239652307 3400967.8070258494, 397610.6142452619 3400993.937478031, 397679.2517002451 3401004.1315556606, 397732.993196843 3401003.62135158, 397820.29811881244 3400999.0695308507, 397847.7090832001 3400998.93947883, 397881.5426166132 3401004.311627689)"
681,108,258,True,3,highway,motorway,20.3,582.72,14,2100,"LINESTRING (413902.5610240424 3407823.289218585, 414103.071228126 3407805.472091735, 414270.4081628991 3407777.5609272704, 414407.613044852 3407741.7265935363, 414474.46978754975 3407720.3280341146)"
682,258,285,True,4,highway,motorway,20.3,54.64,14,2100,"LINESTRING (414501.560623884 3407711.539518707, 414552.8861540964 3407692.731995699)"
683,285,286,True,4,highway,motorway,20.3,159.83,14,2100,"LINESTRING (414560.3666462935 3407689.9908992606, 414604.01160427707 3407673.9894987023, 414671.7987191237 3407646.398462288, 414708.35834297456 3407629.6267536036)"
684,286,188,True,3,highway,motorway,20.3,1490.01,14,2100,"LINESTRING (414715.63625413727 3407626.2904190696, 414770.8883549782 3407600.9602870173, 415028.36134417553 3407474.359646764, 415118.27731056215 3407427.8010233156, 415741.4765902779 3407105.131955695, 415807.5330128462 3407070.838238207, 416042.77711048647 3406947.869050534)"
685,226,201,True,1,highway,motorway_link,16.67,367.4,9,2500,"LINESTRING (408223.07923130563 3384100.099943355, 408214.9259700024 3384073.089139033, 408205.3521404691 3384063.62535352, 408190.2360940507 3384058.81342875, 408176.0704277845 3384058.743400738, 408120.508202894 3384073.87945516, 408100.57022770395 3384079.5517240665, 408081.7727086957 3384083.063128629, 408060.18407324154 3384083.713388732, 408048.03921529814 3384082.923072607, 408021.5386150577 3384074.4196712463, 407952.2208879668 3384046.3884587614, 407930.962384565 3384042.8970622024, 407891.2264902076 3384050.69017945)"
686,287,195,True,1,highway,motorway_link,16.67,222.73,9,4000,"LINESTRING (423307.93317294423 3395228.6813756996, 423275.6102437719 3395230.5321159963, 423153.241296193 3395236.084336884, 423085.3141253236 3395234.1935805813)"
687,178,287,True,2,highway,motorway_link,16.67,91.82,9,4000,"LINESTRING (423407.7130849094 3395224.4546850226, 423391.34653829114 3395225.520111194, 423316.0114042382 3395229.82183188)"
688,288,5,True,1,highway,motorway_link,16.67,23.85,9,2500,"LINESTRING (423700.680271785 3394816.956685833, 423705.43217254645 3394796.8486426147, 423706.62264873623 3394793.87745414)"
689,176,288,True,1,highway,motorway_link,16.67,70.24,9,2500,"LINESTRING (423687.87514973717 3394886.1943809097, 423694.86794685636 3394838.4252732666, 423699.07963152975 3394816.836637813)"
